gene_id	rank_value
AT2G14750	13.4729327860886
AT1G66410	13.3945057501666
AT5G35560	13.3879106820121
AT1G22770	13.3867373180913
AT5G01410	13.2926120138918
AT1G20510	13.2459264877221
AT2G43550	13.2431982777297
AT3G61490	13.2156816827482
AT1G29395	13.2086896347368
AT4G25640	13.2045455475513
AT4G16146	13.2019194130092
AT5G60890	13.1561278836806
AT4G18270	13.1174814606139
AT2G44490	13.1004583985289
AT1G45201	13.0687851687475
AT1G48100	13.0521942086009
AT3G17790	13.0147933493043
AT5G59350	13.0142906102059
AT1G10760	13.0125260136511
AT1G67300	13.0117817510107
AT4G09500	12.9788480715266
AT5G38510	12.9550690288716
AT2G25450	12.9549516402135
AT5G24990	12.9476098063955
AT5G59950	12.9390451364448
AT2G21250	12.9311765545673
AT1G65900	12.9301955078597
AT4G33490	12.9153672166464
AT4G21570	12.9150451418924
AT4G18440	12.9039938570131
AT2G41090	12.8550462807126
AT3G15210	12.8424983555316
AT2G16430	12.8065229080808
AT2G41870	12.7753805635682
AT5G65890	12.7433542066975
AT5G66420	12.7358390071935
AT5G14200	12.700610889598
AT1G67360	12.6856795762104
AT5G08130	12.6424862229773
AT4G03420	12.6420884796177
AT4G34650	12.6094968494685
AT1G77765	12.5526396717083
AT4G23500	12.5425924520316
AT2G39930	12.5381647694667
AT1G48920	12.5212617745509
AT5G61820	12.4951558469896
AT4G17100	12.4698879549146
AT3G57062	12.46169693782
AT3G14720	12.4548213325833
AT5G63980	12.4482644729228
AT1G21640	12.4116321985921
AT1G74090	12.376893720602
AT4G36830	12.370847918431
AT4G23020	12.2852942699952
AT2G41190	12.2849256800024
AT1G43620	12.279099600995
AT3G19720	12.2471837993053
AT5G17190	12.2436435614144
AT3G27690	12.2366976692659
AT1G07610	12.2223876353601
AT4G28250	12.2207194554773
AT1G68650	12.2182539397153
AT5G07690	12.2104557029665
AT2G38670	12.1931748784187
AT3G47500	12.1739230883209
AT4G05150	12.1656990754801
AT1G19960	12.1509120696396
AT3G03440	12.1261139513357
AT3G10940	12.1036288095194
AT2G38750	12.085995715346
AT3G03250	12.0823773149263
AT1G41830	12.049308572787
AT2G45660	12.0444147701675
AT4G27652	12.0413118347386
AT3G56080	12.0377714480793
AT4G39940	12.0130422211841
AT3G17800	12.0000541606701
AT1G53580	11.9982002059602
AT5G47330	11.9978746312124
AT2G20610	11.9874325257086
AT1G61520	11.9805555347942
AT4G14560	11.9637863791336
AT4G31450	11.9524082969093
AT4G29190	11.9491988124963
AT4G01080	11.8739223121948
AT5G57345	11.8378016290936
AT1G67750	11.7717682571078
AT1G79970	11.765860076492
AT1G51090	11.7484574116258
AT5G63860	11.7116838184092
AT5G44050	11.699051473991
AT1G49560	11.6983856587124
AT2G29390	11.6945537329577
AT4G36530	11.6807753167798
AT5G56630	11.6805550067839
AT5G39760	11.6735251150882
AT1G51610	11.6646040568605
AT3G15350	11.6514300532634
AT5G54270	11.6469410451235
AT1G17290	11.6292994416233
AT1G56650	11.6200143494436
AT2G22190	11.5799496573076
AT3G17120	11.5539129734115
AT1G17420	11.5500070505801
AT3G55880	11.5372598661057
AT4G37000	11.524457383098
AT1G02930	11.5172939210975
AT5G24030	11.4809223821374
AT2G44060	11.4647221939447
AT1G72500	11.4601617981172
AT2G46600	11.4267558087714
AT4G16190	11.4027440818914
AT1G08890	11.4009303062662
AT1G22540	11.3858164015264
AT2G19860	11.383917442237
AT5G49015	11.3628139262191
AT4G32770	11.3318101276489
AT2G34420	11.3160511832983
AT2G29670	11.3083070209722
AT1G70810	11.2911826963262
AT5G37780	11.2671954097107
AT5G08565	11.2614637362256
AT3G52070	11.2430298291123
AT3G26450	11.2335265290284
AT1G27760	11.2217580293771
AT3G12290	11.2088559407685
AT5G23810	11.1925391622451
AT3G52710	11.1910774647862
AT5G35460	11.1775638165105
AT1G07250	11.1212487767965
AT1G78670	11.096654372144
AT5G39860	11.0756985935868
AT5G24160	11.0739516253269
AT5G19540	11.0712016028577
AT5G65480	11.0548638679793
AT1G19180	11.0533947828087
AT1G15030	11.0428706589136
AT5G27280	11.0307682484913
AT5G24770	11.0223679286496
AT2G37760	11.0137002950652
AT1G51440	10.9829602929236
AT5G40830	10.9745229867848
AT4G04020	10.9582190468261
AT2G46680	10.9523618895658
AT5G45650	10.9515185242219
AT4G33550	10.901517574012
AT5G65640	10.8995967430793
AT1G18870	10.8913933671469
AT5G63320	10.8912001059608
AT3G26580	10.8848003781958
AT4G19550	10.8846101219823
AT2G28550	10.8757638431227
AT1G12090	10.8526469833171
AT5G01500	10.8512415770982
AT2G17840	10.8478701012437
AT1G26920	10.8431981490389
AT4G25660	10.8406386297596
AT1G16410	10.8107658622563
AT5G18680	10.7936740543084
AT5G20180	10.79259862015
AT3G23870	10.7821248827592
AT5G03630	10.7616775405631
AT1G80050	10.7287162370991
AT1G76020	10.7280773740984
AT2G36880	10.726818034846
AT3G49680	10.7254635327454
AT4G11330	10.6598836889125
AT5G61280	10.6594312323154
AT3G44860	10.6463241135371
AT2G29320	10.6175958541135
AT4G39950	10.6088239268827
AT1G54040	10.5914077243463
AT1G48540	10.5760077608443
AT5G15970	10.542268469464
AT1G72180	10.5272548421543
AT4G14240	10.5240545471109
AT1G49975	10.4902367663991
AT1G23190	10.4540238399305
AT3G56720	10.4259009945229
AT5G46470	10.4235182941319
AT3G02630	10.4203690602473
AT5G64330	10.4111410237476
AT2G42190	10.4003981129796
AT1G06040	10.3935385845169
AT3G62700	10.3719361537027
AT1G43860	10.3448653727702
AT5G14970	10.3370932839794
AT2G45600	10.3335421675009
AT5G41670	10.3267617815833
AT5G20700	10.2869438964393
AT5G44005	10.2867916180388
AT1G25425	10.2852290034705
AT3G26290	10.2830353512393
AT2G47890	10.2763994896651
AT5G50840	10.2702717903958
AT5G28910	10.2666603622794
AT5G42800	10.2570183373788
AT1G09850	10.252955074579
AT4G18530	10.2512775744463
AT3G27250	10.2320702141208
AT1G55265	10.2313181878363
AT1G07420	10.2286436866267
AT4G04840	10.2271350135307
AT5G40390	10.2238451766977
AT2G04400	10.2212233844208
AT5G60460	10.2141770241605
AT1G68490	10.2135279971323
AT2G22240	10.2129911201505
AT4G35840	10.2086590063125
AT5G01950	10.2069971697584
AT3G61130	10.1994505192042
AT4G26700	10.1986917062221
AT2G23340	10.1954363606669
AT1G70580	10.1951958811784
AT1G20696	10.1761346328853
AT5G50680	10.1748378191167
AT4G32980	10.1464087689525
AT4G27520	10.1376971427555
AT3G02020	10.1260274750212
AT2G37180	10.1029614432575
AT4G14040	10.1021281002605
AT5G27930	10.0568691301836
AT5G63800	10.0434888273753
AT2G02570	10.0393407997902
AT4G35300	10.0162169161234
AT3G25760	10.0153972713737
AT5G52320	10.005544856289
AT1G06460	10.0053666110201
AT3G15020	10.0052553337691
AT1G18590	9.97297526107097
AT1G11700	9.97273959830777
AT3G26960	9.96983401294313
AT5G11590	9.96412421825372
AT1G69830	9.96385052095673
AT1G15050	9.96151765201662
AT3G10370	9.94828596264638
AT5G07340	9.94524287097235
AT3G47160	9.92664801708911
AT1G20693	9.91206148655675
AT4G15510	9.90728364965284
AT4G15248	9.90360060213641
AT4G22620	9.9022108117236
AT1G43710	9.8852971377826
AT4G09750	9.87801074610364
AT2G37770	9.87376737543067
AT1G22370	9.87171210274347
AT2G04350	9.85718262629508
AT1G20380	9.83881007770515
AT4G13770	9.83708344474269
AT3G55290	9.82562980610555
AT5G65860	9.8154855709905
AT5G57050	9.77338057254779
AT2G46535	9.76982736082093
AT1G63850	9.75927097825397
AT4G38850	9.75815130705962
AT1G03630	9.74842278111902
AT3G49390	9.74421875809972
AT4G36250	9.73927188439054
AT4G01060	9.73245324206024
AT5G11790	9.72598584184026
AT4G25970	9.71685641066646
AT5G42420	9.70605844632891
AT1G77000	9.70201033501827
AT4G37470	9.67995039186131
AT5G65840	9.6767124919805
AT3G09540	9.67305864891064
AT4G14270	9.6647027787435
AT1G64890	9.65614034388498
AT2G44310	9.62374464135207
AT3G52370	9.5976609285574
AT2G36145	9.5955820145232
AT4G22240	9.56885456874996
AT1G07280	9.5649337632224
AT3G60540	9.54592218511229
AT1G64650	9.53665273186644
AT2G18245	9.51171502804597
AT5G41410	9.49489704913535
AT3G09390	9.49103917113593
AT5G51850	9.48983514678213
AT4G12910	9.46855442753664
AT5G65870	9.46295062501524
AT3G29575	9.44651876471962
AT3G22970	9.44215526229431
AT1G07890	9.43903948136007
AT1G53890	9.42913990688872
AT4G21180	9.39825843701284
AT3G20820	9.39121007371781
AT2G20340	9.37463049179233
AT5G11060	9.36677032038287
AT3G55940	9.34479754948018
AT2G06925	9.34043232768956
AT3G17020	9.33336081436978
AT4G15210	9.32854457075855
AT1G65860	9.32513079143453
AT1G05170	9.31562791765482
AT2G28470	9.31538787490358
AT1G22160	9.30390645106507
AT3G51450	9.30096710250547
AT4G01550	9.30020150558394
AT1G12750	9.27551913846784
AT5G09450	9.26976436533315
AT5G62070	9.2630115177883
AT1G23490	9.25557969969939
AT5G03650	9.24995943446745
AT4G21380	9.24164401543785
AT1G61800	9.23886093499743
AT5G47060	9.22739592048575
AT4G36020	9.22272654367713
AT2G21590	9.21920052586806
AT4G03510	9.21845312069734
AT1G57600	9.21582053556657
AT1G78370	9.20202775688957
AT3G23570	9.18797711662232
AT2G05070	9.18152378000945
AT4G36810	9.17264101474855
AT1G08390	9.15513531559722
AT2G47650	9.15443260421419
AT2G32220	9.1473907930588
AT5G05890	9.14329697149251
AT2G35860	9.13917857579695
AT1G55200	9.13498555574253
AT3G53990	9.11690192549326
AT4G24780	9.10558809019078
AT3G07940	9.10393533412614
AT1G58200	9.09547291595717
AT2G37240	9.07954528757106
AT4G31870	9.07148904493774
AT1G51140	9.06707802274004
AT1G53310	9.06573913072951
AT2G29170	9.05891795147126
AT3G11720	9.03706795287876
AT5G02860	9.03493778312006
AT4G12880	9.00996801154735
AT1G33230	9.00127721186025
AT5G13200	8.99871704949195
AT4G30020	8.99477094747967
AT5G61420	8.99012465047041
AT4G36360	8.98724248070268
AT5G39790	8.97670843011372
AT1G66980	8.97555392381702
AT5G60850	8.97034475911198
AT4G03400	8.95647034650367
AT1G77510	8.93525349697083
AT1G71140	8.92695953182863
AT5G03190	8.91650072342855
AT5G18130	8.9140838598719
AT5G43330	8.89886936316335
AT1G20630	8.89662813549088
AT1G51805	8.88404586732253
AT1G35720	8.88098687301057
AT2G36220	8.86393668103679
AT5G37360	8.84544901970311
AT5G01300	8.83919120753302
AT5G35180	8.8272164429562
AT5G57330	8.81508763787761
AT2G20250	8.81058200516124
AT5G01600	8.81012610176296
AT3G06035	8.77937234282816
AT1G23110	8.76540465031088
AT1G12760	8.76414058423183
AT2G29310	8.76215374704403
AT3G23090	8.73497643455794
AT2G35700	8.73069671139491
AT3G52990	8.72916648008917
AT1G22270	8.72101107278136
AT4G23170	8.70273467926837
AT5G13750	8.68983993510967
AT1G20260	8.68594140672174
AT1G78080	8.68571525167101
AT4G29040	8.67428406133021
AT4G38890	8.66522777954889
AT1G57590	8.6629920675302
AT3G28220	8.65084904762978
AT5G67330	8.64868433033079
AT1G51430	8.64759669373474
AT3G50500	8.63409590111137
AT1G77280	8.63023543400012
AT4G02770	8.6283566791613
AT1G08380	8.61862815414512
AT4G05020	8.61516673116218
AT5G47370	8.61243279404539
AT2G35190	8.61205825626546
AT1G10370	8.59070563887853
AT3G45140	8.57674168733492
AT3G23810	8.57530744292593
AT4G02260	8.56780031099491
AT2G21620	8.54943429568925
AT3G11410	8.54796303965039
AT1G16300	8.54794632000494
AT1G31170	8.54018352575029
AT5G46570	8.53218282882538
AT5G45420	8.52700579097617
AT5G11740	8.52279266229678
AT2G41475	8.51812473822021
AT3G18000	8.49905851568588
AT4G09900	8.49897656801316
AT1G77580	8.48756011799643
AT5G62280	8.48692659491823
AT5G55400	8.46903729618648
AT4G30530	8.44349739123691
AT1G65580	8.44274465386348
AT5G60120	8.42658403495539
AT3G20240	8.40584133356958
AT2G21520	8.40531684414528
AT1G73630	8.40086859770659
AT5G45830	8.39011637230579
AT4G01883	8.37914151835423
AT2G26900	8.37735711722534
AT1G25422	8.35623197745139
AT3G23820	8.3560818730499
AT4G29110	8.35526334183821
AT5G43860	8.35152214168918
AT4G19170	8.34999398463202
AT1G16400	8.32684364679952
AT3G50440	8.31941533618198
AT1G80950	8.29771184238586
AT4G00630	8.29293878083759
AT1G33170	8.2803082759928
AT3G19150	8.27310949997364
AT1G65790	8.26601705183324
AT5G12170	8.25076245815447
AT5G43140	8.24592799247411
AT3G17810	8.24213761726055
AT5G20480	8.24034697760811
AT5G15090	8.23274530433466
AT1G61890	8.230872192267
AT2G27840	8.21781906301159
AT2G34090	8.21618532131633
AT3G51750	8.21585489012693
AT2G18630	8.21275651699816
AT4G34900	8.1672491178838
AT4G18280	8.1664193187462
AT4G00520	8.16208005848758
AT1G19640	8.1619334699723
AT1G29910	8.15683868487292
AT5G02280	8.14965836564233
AT5G64530	8.13470414499513
AT2G40130	8.12892668885782
AT3G56260	8.12590239977551
AT5G53120	8.1238244379176
AT3G25700	8.11175767534552
AT1G67900	8.11139092367735
AT1G75800	8.09893988603991
AT5G50800	8.08169882278193
AT4G35790	8.08139282436655
AT4G22880	8.08124627404771
AT1G73030	8.07996371136911
AT1G20190	8.07839865031238
AT4G17050	8.07783062628327
AT5G47880	8.07460583107513
AT5G51050	8.0665133213593
AT1G26945	8.06627556104878
AT4G05400	8.05734792247943
AT2G22360	8.04423070203321
AT1G80870	8.03955524764749
AT5G57340	8.02509457044789
AT1G64200	8.02452118126475
AT1G54820	8.02227298208979
AT2G47170	8.01957860962283
AT1G27030	8.01624328272152
AT4G09510	8.01501193032134
AT5G61290	8.012322194714
AT4G13990	8.01075104315097
AT1G55260	8.00958919720825
AT5G08320	8.00683064893016
AT3G02730	8.00661688854669
AT2G43530	7.99251915352178
AT5G45280	7.98828163929104
AT5G19470	7.98324473495345
AT5G67070	7.97659340346157
AT1G24120	7.97126403587333
AT5G03230	7.96545649677539
AT4G01130	7.96299547163071
AT4G15450	7.96012220847605
AT1G75700	7.95677511161278
AT1G77850	7.94233893768538
AT2G46870	7.94199805748735
AT1G69690	7.93997215045493
AT5G14070	7.92692896189909
AT1G09580	7.91747161289595
AT2G32990	7.91502969461184
AT3G45640	7.89109782680185
AT5G52060	7.88899548164713
AT2G20960	7.87857148865798
AT3G44970	7.87098143782435
AT2G22840	7.85286492984608
AT5G02590	7.8486915832266
AT2G40880	7.84752517919237
AT1G01420	7.84067844568491
AT2G43100	7.83738197010979
AT1G54770	7.82682179928828
AT3G50840	7.8222847911386
AT1G74430	7.82180111709412
AT1G51060	7.81383415511559
AT5G02230	7.78070527254267
AT3G16870	7.77772927447675
AT3G01810	7.77643529324011
AT3G07700	7.77615266380249
AT4G23060	7.77198348090135
AT1G77960	7.77164218220189
AT1G47710	7.75619735194268
AT2G30790	7.75520553316972
AT5G57760	7.75460341626065
AT5G04940	7.75173708391485
AT1G21400	7.75150943652916
AT1G18710	7.74991911233253
AT5G04280	7.74966354824779
AT1G72920	7.74899616436981
AT5G63120	7.74831362949
AT1G44750	7.74379127194932
AT1G19940	7.72787036286938
AT5G08590	7.72420561646206
AT2G32580	7.72299534790127
AT1G07600	7.71187535388709
AT5G50160	7.70283679838437
AT4G14819	7.70065154274477
AT4G38580	7.69357211749076
AT2G24200	7.68305429729357
AT1G09350	7.68151566256511
AT5G02260	7.66198565398747
AT5G61240	7.64161222957411
AT5G24980	7.63474199112628
AT5G54970	7.63437340274569
AT3G11090	7.62749179704137
AT4G22990	7.62411031469674
AT2G01170	7.62345889685025
AT5G03210	7.62168230560857
AT1G21380	7.61272499808063
AT4G26940	7.61127758690751
AT1G75680	7.60649613852143
AT3G05500	7.59949097578998
AT1G49820	7.58104633876132
AT3G15510	7.5803810181717
AT1G19860	7.57977904694809
AT1G19330	7.57774612129953
AT2G32390	7.56491354210069
AT2G20990	7.55878870479727
AT1G20823	7.55789357044924
AT5G50430	7.55676761408906
AT2G29360	7.54863932615844
AT1G63000	7.54812864010952
AT1G03250	7.5399443418494
AT4G40042	7.53291941584324
AT3G27820	7.53268169304585
AT4G24010	7.52693066962814
AT4G32020	7.51637768286907
AT1G72340	7.50256688020228
AT3G14395	7.48520990209073
AT5G02190	7.48197665698964
AT1G76590	7.47990022182381
AT5G64860	7.45673527151376
AT4G15530	7.44913828710722
AT3G19710	7.44706347627093
AT1G03960	7.44683769189176
AT1G56300	7.44533409536288
AT3G24770	7.43969500643235
AT3G62580	7.43790156986923
AT4G23010	7.42310596029834
AT1G71890	7.4165792199424
AT2G04240	7.41444621839512
AT3G44310	7.41351482894378
AT4G30710	7.41110196467841
AT2G38740	7.40851408762235
AT1G26150	7.40631012728702
AT3G46290	7.4052052515377
AT1G78490	7.39893422411919
AT3G25560	7.39725921424827
AT3G44100	7.39496157324126
AT1G26130	7.39374613559918
AT1G52410	7.3936738928045
AT3G16520	7.39059541805178
AT5G17000	7.39053238522143
AT3G59300	7.38302816368886
AT5G47100	7.37894213063121
AT1G28600	7.3744504080844
AT4G04340	7.36593372420103
AT3G01510	7.35380715947017
AT4G33467	7.35146699453007
AT1G56230	7.35031227958481
AT4G07995	7.34328559793992
AT1G49720	7.34049812901744
AT5G64770	7.33886741882733
AT4G22200	7.33701669503167
AT2G23010	7.33539701009841
AT2G23760	7.33525234528464
AT5G41140	7.33229056930379
AT5G10730	7.32179124098737
AT3G18950	7.31895864865306
AT1G64970	7.31437504987841
AT2G32550	7.31425436554075
AT1G75710	7.31406838148389
AT1G53670	7.31002258476705
AT4G25420	7.30953511607563
AT5G23575	7.30883192961979
AT4G23050	7.30298973974983
AT1G11670	7.29753755760663
AT4G39800	7.29512613917909
AT4G34240	7.28611128423839
AT3G46000	7.27823244490366
AT1G66900	7.27668185255702
AT4G12590	7.26850391522375
AT5G05600	7.26181181927005
AT3G18850	7.24476047215762
AT3G08510	7.24316449604048
AT1G50732	7.23493716226314
AT5G06220	7.23160237301693
AT3G55240	7.22951332467746
AT5G63490	7.22910576488298
AT1G13440	7.22780920457874
AT5G60920	7.22028668340732
AT4G22690	7.21958306763041
AT4G34120	7.21621184367144
AT5G55730	7.21511569134716
AT5G61780	7.20499400881577
AT5G66130	7.20469047589575
AT1G01230	7.19571683014413
AT4G26288	7.18782407544982
AT5G41620	7.18579981732505
AT1G75440	7.18575554787716
AT1G64660	7.18393710951515
AT1G72450	7.17632078281491
AT4G35000	7.17268023885611
AT1G34220	7.16548589562276
AT3G05910	7.16097597085394
AT1G31230	7.15946729792364
AT3G03520	7.15710327224936
AT1G22850	7.15639107291023
AT5G19140	7.1541350915945
AT1G32220	7.15152019706643
AT5G53050	7.15033742780555
AT5G08330	7.14975670927271
AT1G55020	7.14943630148643
AT1G62540	7.13776556937801
AT1G10090	7.13342951252907
AT3G22840	7.11909426802848
AT3G28930	7.11798990068046
AT4G29610	7.11654354695304
AT2G29970	7.11148997022233
AT3G50660	7.10959614550487
AT1G53240	7.10375519931217
AT1G13280	7.10110686231788
AT2G32150	7.09777162183999
AT3G08590	7.09704589112361
AT2G41900	7.09539383158075
AT1G05805	7.09252526730494
AT1G74680	7.08853029851462
AT1G78900	7.08471609863872
AT1G44170	7.0804094514147
AT5G35510	7.07737897477208
AT3G23400	7.07670380679808
AT2G26660	7.07059103146185
AT2G37720	7.06860022611138
AT3G28070	7.06776917712947
AT4G13840	7.06414906755912
AT4G36900	7.06411513334812
AT1G03340	7.0619098858363
AT5G47120	7.05729243238634
AT3G30300	7.05724163254567
AT4G34870	7.05301644049786
AT1G74730	7.05047755521974
AT5G46590	7.04689392710786
AT5G12050	7.04584028224369
AT4G08170	7.04014460684859
AT1G73870	7.03755274181752
AT4G21940	7.03588673124306
AT2G38010	7.03264248561544
AT2G31390	7.0297843761009
AT5G02620	7.01679420199534
AT4G39960	7.0163500921017
AT1G20640	7.01006239250986
AT4G38810	7.00230154270943
AT4G37770	6.99563017141456
AT1G21270	6.9952005442455
AT1G49230	6.99438317164365
AT5G54810	6.99297622119557
AT2G21580	6.9916143720728
AT1G53110	6.98888965140506
AT3G16350	6.9808390610889
AT1G44575	6.97653263323852
AT3G15570	6.97625331711231
AT2G46820	6.97505439773953
AT3G56040	6.9739282348311
AT5G14700	6.96692246626082
AT3G54810	6.96585805507461
AT5G07990	6.95988774505843
AT1G31550	6.95672940188949
AT5G59480	6.94950421275839
AT1G34130	6.94490267617925
AT1G73860	6.92952166748343
AT3G47540	6.91385743944642
AT3G02750	6.9116922948648
AT1G75960	6.90539278051888
AT1G61240	6.89742189013056
AT4G39350	6.89416690847432
AT5G37600	6.89361242709163
AT5G67500	6.8933563386726
AT3G54640	6.87823639730841
AT4G03960	6.87755056121278
AT4G24740	6.87753107846256
AT1G27630	6.86970867848115
AT1G71880	6.85794226700693
AT3G24503	6.85662365421673
AT2G30570	6.85486337506582
