,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
gene13,15.207106078505857,36.644344674922486,4.243251836549639,19.362211964238572,132.24515357803006,115.70647902969182,36.29620363508215,150.71621627433234,222.60077416529515,63.51745148307886,79.75036927924197,165.88549776521165
gene14,14.86094659028151,6.918612150781224,13.35172861109324,75.11720664639363,159.68559658480365,108.03162024690538,183.84502532383124,15.826792767046394,33.49550122257813,90.75962503361701,6.698116582514204,115.52241595409176
gene15,43.20551804370004,53.81178051772951,1.9555996454487456,86.4985705035449,44.29395538911356,119.18417301271218,81.55428137307409,48.49398478674237,60.90553772308994,21.493574765573108,103.24946971762404,15.015362883749964
gene16,130.71852734468627,65.7044518238783,37.2748764214553,9.588694097628437,86.67896639274201,109.01461386872305,199.55820278520395,114.40787185994435,40.04065502826209,25.792674863701855,85.40495025083187,29.95903263056515
gene17,59.272323866855636,87.95753365238738,111.02676104134983,86.67625197115882,3.490824194087417,60.4631749750631,94.85721082790498,36.91958715575782,80.93192585698372,49.48345764828778,1.2689242446004814,35.110032949869236
gene18,32.84611442990924,183.27444531486947,115.4971678666151,53.28591083555266,39.09216830257693,115.82046994033941,39.73111627563416,145.20470872623764,44.42034346539444,59.96078356273391,94.31507331419931,62.92955171623398
gene19,28.48551848241759,14.503751720680594,0.4843698451672448,23.944445704283666,35.71031975330831,115.38582762671379,78.66467930285734,9.03807163631346,6.4923097723905085,122.28468197940742,108.56681034783458,87.10708157891679
gene20,5.568568891665152,72.16378801037837,14.375748373549014,190.65619836086495,25.466329039195507,138.97039024527183,238.00548901802227,7.128780162961077,111.10916908988102,45.289116922739666,35.649145794368096,59.527872467355216
gene21,96.24399405971124,147.4244629637758,1.7478984798779824,55.637877260529876,1.1478233200073236,82.1016265986471,89.40314609196639,71.66950335679574,146.8201101705104,46.21944965972864,26.686082469226363,7.710037106287585
gene22,34.41892597570148,161.82964950651154,171.50939542766722,225.60783853778742,131.67498527765116,76.26414708355537,111.06261032405894,80.77328053428002,57.993514410157175,262.878835707822,25.15757165118348,91.09975307726916
gene23,126.8557326452936,148.70034970891973,13.733449184559024,35.740116421074,68.37801251553968,44.216851025407024,62.89098078409114,11.000495008341655,42.02575946723737,47.623223340931446,30.884413315877445,21.20846567683295
gene24,25.480535607789307,51.724422926079605,71.75331873457446,47.12793176840463,129.87766425013217,73.65335885749418,89.62102114662775,16.685082611422217,13.405952260133056,24.698676562444362,70.513748466517,51.36008679276587
gene25,12.691350397232432,191.82774195186204,3.5652406413768523,0.5359784649716048,71.62094882672953,129.61250829834688,260.3588719056091,67.1119327809738,69.71680520837118,47.83224764955003,75.25465607829295,69.3239448430844
gene26,106.76646268867816,140.53302756677027,7.956003586252698,62.48987668041681,6.124610634875421,1.505927276067791,23.977886045451115,134.49798665487234,48.45103058829763,29.89361892284721,101.70183098874708,8.64046864408879
gene27,78.21198829251512,130.6000502238833,21.796601820373297,231.01154909695524,128.6909847500073,45.87264810440315,126.9673030949109,131.45191463223878,90.02050360424006,1.3251252533334428,13.907466056564916,14.008199097738064
gene28,67.46156776570578,19.24818660457529,93.45773595451567,61.50189649060525,34.41803040744198,191.92476411165043,40.642811030187445,152.03074110768102,71.92340978416328,7.022617525053549,12.776672379384118,79.46291048163107
gene29,10.263211592106378,99.65750737912612,19.59418693377453,53.11946874775245,132.58847619590443,27.11555164158998,133.00963840057818,134.72264738605566,67.34667961481831,10.420589847424525,86.80632914451274,58.54866234503392
gene30,60.822190507682016,66.54839523342417,5.929805213559,26.742327864374655,27.90380751283547,3.434999221970308,20.129638260792248,83.02284843113662,3.145316774993849,147.96290548076553,23.287053387091674,36.711653431481324
gene31,182.68992470675266,1.7401417086770417,124.63822603161306,162.31481425370004,23.77140318795749,23.8367091858958,133.49210965757624,85.34370239500723,77.57732556607405,71.18081074961673,2.6114121332264486,99.2577616144018
gene32,10.236954377895726,113.64323266522631,32.761340788904555,128.85891771344853,39.66425590360931,6.486967504113839,53.88360765734964,30.484229398610985,25.55420496827893,74.07452129368703,115.37044001697525,64.15274413584952
gene33,34.56391321842671,15.042597144478185,10.126104253705764,50.51397551519693,75.0812241545874,220.54413710488382,145.00497671189575,86.32378304536849,11.775817597791843,46.5893418885897,60.532473266270735,176.64418563077317
gene34,9.611471993635071,100.57935314443678,137.65185254642475,127.45170263629294,159.3044635683735,62.338927438159644,80.26512378065742,90.06252065401372,66.4899125284481,67.1125917097578,113.0643889487689,203.47204996835075
gene35,36.33996543747018,54.235532698964526,36.06594501809603,35.05953911529759,31.789986464611246,83.52979719178091,60.12867697091774,71.73861393572297,80.09347904413183,63.086368960086205,161.25949519439175,79.81361000920691
gene36,144.49128226494497,190.78274318713414,110.31350857695385,80.49882709893754,175.7971147202142,15.919876546911112,88.22750849009728,97.2223566844687,59.86417732535298,133.41824831948728,17.99944187635086,167.8620316271167
gene37,34.783933322174846,111.71306282562496,51.5371666584292,63.654344510635774,17.607479397019915,198.7042464248505,114.51864109092557,33.09738623386879,54.87206590911084,12.395076697208083,147.86418196180276,107.86973748000175
gene38,109.22720006091131,91.54623438028939,50.153653947565346,175.1700731793797,94.70804270957028,56.50366777040551,131.5621189529803,49.84956204741587,112.99181759821333,19.78264607801468,6.920841066749108,215.95906183246072
gene39,70.56744837859229,165.79252526473678,11.981258489826493,16.966263121009113,13.036748624430372,30.725529327769635,1.8198991794095558,81.27623702297593,12.919396310253001,17.122356039494704,38.22606489451788,3.021809839610938
gene40,14.49298164565025,13.280488497239281,175.64200378654013,29.711511725037383,30.85083589492399,33.16525622341982,101.30512803215859,207.36155015359498,95.7896685308656,57.55366334858574,111.97235135329633,88.43080615348987
gene41,373.9950690385303,3.847043342428792,113.73869186922778,144.88301877972597,177.369820820341,6.612585324264042,29.373539839830475,16.545031427768382,10.528711712042092,46.25084451787592,282.32635049762496,88.03339395972064
gene42,37.22564072900464,85.03788223072159,10.988734698465661,121.00365061191185,44.51226780774073,144.83203642643826,99.52568923601328,105.9484445245813,60.85029116326177,18.30766481595763,150.68343517194472,88.17169589139708
gene43,24.177694613334072,34.51557497222078,109.06026291288629,5.291709159324184,41.22254266085233,72.51754047701523,119.06764341495806,86.23653296039281,152.0454686433954,52.487263747458876,116.88766504883341,26.535856688848973
gene44,42.02646095498548,20.26485090337055,236.20143224768043,119.33354261593038,72.1590955554832,48.21311554670564,55.404103184744855,18.133511180674294,0.6933083258478849,155.6149519896284,107.34444198718576,6.534636554297022
gene45,107.03809197788412,35.34556972309362,27.73407782924017,63.48745880778797,13.605248520963166,88.21260486712148,11.767386928643994,32.75766499027302,120.73827058547036,64.09728135878925,180.37711917132805,159.29341215809328
gene46,41.981050676492586,75.25359211745496,79.46111035327351,183.80940909720422,85.5999287272324,4.163721637319678,89.36517911602047,18.442062289244557,62.38775423864059,235.53149330035353,58.77692442249083,70.41447546475138
gene47,80.03469239438537,56.993668508345465,31.117967594173823,32.48921680733758,52.81636738030496,1.1322080954721874,147.76770103325805,39.87551290004176,64.72760264388955,23.69623673883729,25.22311055827067,0.9852765709611763
gene48,111.05708591067938,31.059140408702913,101.40052263152263,1.403992880091977,90.27210509800429,10.37995981863411,92.36435823257835,61.94674667638331,59.4808658559975,64.81539940532895,117.56984858714905,54.987673346900024
gene49,197.3087429892227,84.97889554679084,46.3968737052287,102.55425972779099,60.76089656116604,54.92433961826637,77.57839197438842,156.75269180022661,146.91529567697023,22.78715374097214,35.5008798468053,50.522341540805925
gene50,48.49141199664525,36.521991878529654,31.54556504342676,31.234205200038495,43.01748534792756,128.2185734979477,225.146325598938,149.52461507000785,5.004726956387036,41.85862216399994,24.993983436687483,13.334798452019465
gene51,96.24935613107087,39.96633023245589,8.819662653833008,48.07441875275721,149.3147112224867,129.14289182451347,136.14897913552397,52.785769650844195,192.0368112833883,61.004717449940095,58.76117094914147,98.20954802646347
gene52,13.043181781348052,99.33097242484969,44.47891659540114,39.137528776330775,148.90583039941012,3.8024113388257357,147.28367501339383,11.013586546141623,68.24166018360849,22.168878803566287,70.80381668886274,78.04674947032396
gene53,40.6460362285219,82.14951511382365,83.81160523654452,133.51472832604279,23.554737884060206,66.39192895969468,10.966101578206782,120.15122262687797,23.74928280806418,86.89078672306148,60.8045028639371,155.58446725412352
gene54,91.86971319723251,228.40151437348499,38.116187976466485,50.376230054883486,108.64782850044764,114.1874478192654,41.04533166137275,105.70007806193505,90.78245518069689,65.96728274475977,51.22416423961664,13.590894109510659
gene55,107.64507382988535,203.64478678052643,64.44032422438163,4.144119169988412,58.701121796046415,10.583785346138736,19.000048974815467,42.2673307106647,69.35568960988851,81.10231480614428,78.04850942449383,27.405044647104944
gene56,99.41645620599398,22.038017012224206,145.5873908649106,135.84715585072246,32.011525220587586,48.5173030935881,27.49293233841091,65.09446168587351,129.19395681102682,121.6919047686576,41.07798647297926,128.50911780755118
gene57,183.74829633471916,117.59365036253773,191.33528685426708,148.24608496779246,1.8913195593260428,182.30597111220817,66.26472789945979,31.10649747651516,220.72971084780914,82.36903928625155,65.2417020838835,78.60247909760353
gene58,8.317307016078512,127.5932771731866,46.806838994789516,66.08488463765887,79.31274061836518,16.458088168459998,51.87831801689606,67.54436244363272,185.04755609849357,108.09184052053298,41.453997625845226,158.05829109912116
gene59,38.271815148138415,19.464662356254212,5.9479113114978475,15.553232641210165,21.35645840632287,147.46081283828084,53.52230972054919,24.273002507296912,13.264017264576527,2.3675055862212053,85.24711874394879,23.73414605059814
gene60,65.60955448018994,17.71849463202661,71.7354833800445,11.636356753457038,78.13030922807549,60.16737915551681,0.9466763164202427,1.0996047460347467,71.4752842415086,201.50794265326897,21.667520598195132,81.71767005206108
gene61,106.53258026690693,69.64345619333396,158.88982081429026,79.4896214069421,14.743023354717435,127.95429954300268,43.337460253381636,135.00774797320122,6.78904449191983,151.83894911904434,21.387447016306886,53.106750635941225
gene62,108.20956603305443,71.79605424417484,29.644264344800114,110.38912466036732,81.33853596531246,201.6525250606446,7.88867841862459,40.138004470917195,90.55542309905546,36.1562336343196,12.593920698125702,280.5725230335987
gene63,160.04506368443296,246.09906012449457,6.86412472710361,55.465004334021664,194.05011746168805,108.00435959721352,257.52344231520976,67.91211790854416,110.34255891831634,87.64092100526854,33.64254087048864,160.87275057329884
gene64,16.735557416411208,40.74079215367078,6.320842865360336,189.25803399977593,11.40775725882606,9.280885736133047,77.20888378630754,165.60047606232155,21.76993183847509,20.258381396524346,162.5402650625415,54.72831842495277
gene65,47.25899017373136,44.607004149552296,15.082830938359336,4.339703547920086,68.79006931248618,71.89626649473998,164.00100897203822,98.94758947321264,44.58904841009209,142.54183815477901,72.24511849225644,276.55540510840507
gene66,209.46452158674646,14.325955621717714,3.3621560052183015,72.70961881764353,89.68161154615927,73.50466886131021,201.5287812396472,159.56802934280975,51.18698042746628,24.992846797276588,84.54869855881412,20.545966423281797
gene67,44.34916918303663,325.03372193529157,49.037233853298524,54.58376730434738,37.78568859219914,146.52871670617878,42.77392207178147,223.14073724493824,117.08450544953917,68.17057467428378,135.12356223080647,34.035516438149656
gene68,4.176295909970125,20.25355457766344,52.272495790329984,29.1737577446108,75.4075782022797,24.050613479335265,119.07718404346626,64.12978325431409,113.5729103812063,62.64609533240979,274.62586523043774,56.44701168934386
gene69,11.461775272173309,13.161557162637985,184.96407809952552,42.89672425711194,213.77049378006697,99.82535707872997,79.52607243210844,20.588520729718773,71.47892572214151,109.65508211780535,119.31767695406023,200.85326599266216
gene70,38.357274586824246,7.769229875382955,35.37339884812141,104.57773238022018,80.11255721304791,63.599031878126475,209.77860182778025,28.079838652214526,202.1777699703694,161.44965526462397,1.8667532300825012,15.307295277550114
gene71,40.435228868261234,111.47277236703539,21.582025576036195,61.47858038380058,112.51476941556045,168.02007186209954,134.78827618250082,136.03107897903516,111.54798708404708,27.700501158301062,7.382233130149324,132.1822113942089
gene72,119.05442966259898,54.67219516975318,5.9525139542869425,131.6283351861624,23.22341563584704,119.45919845120278,70.96775224978731,105.89007963631558,22.460069057760887,85.77665235845683,74.28627960511204,40.62160667691938
gene73,19.069200285102962,83.31965386043944,17.3568574164614,7.616670647137348,117.15855920647343,44.92442418664957,29.865143643849873,155.5678464036974,168.51517189489348,75.79456646329561,148.64378316890378,78.87683121067818
gene74,124.16170428250919,114.54407150698268,129.34824550724275,116.58172705499898,4.108442440564677,33.2899908750791,90.92830687652051,139.17940434966175,129.52334887057063,47.06114742846291,145.16524146487671,62.739365268540325
gene75,118.47627474656359,75.26429029474528,42.69220327291556,68.49101422607914,294.09338865700073,15.43601900675834,9.32095500775134,81.35878650192619,99.73092122386656,64.92743078505954,62.09935533952593,126.8258095446283
gene76,4.080230357020693,77.6476930425516,55.455148388081014,147.1932946343747,59.82357198344469,24.974761876764077,103.45650084166083,69.57963267015447,167.96692484184646,140.87076699217872,101.86389560437992,30.94548173185141
gene77,74.36930014345118,10.364266568625908,42.04296690537499,1.0552947854193366,105.90655138498599,116.01421446867168,148.76361930715498,150.6332981791434,14.073515295658694,159.8910908034707,4.402802589325088,2.164886190547934
gene78,148.61928740054014,142.7645678707975,3.176591129948487,171.63612574350614,15.998943840875432,32.18671154903176,21.856744669087245,28.817157264982065,48.64031213769037,23.760131157514365,140.8182160220581,111.43307863259022
gene79,30.06465635310552,216.93140164144302,70.68236569170278,135.91649968416175,94.17894831720142,108.39186211423988,114.99785918307823,169.0206400394642,92.3566280620258,27.143202479423195,121.12972801502777,18.92336663709507
gene80,76.69504833770975,6.360003860747562,143.63542257131627,37.27380113152227,139.1615070742884,37.723477059470646,137.0482283561177,10.194125500894529,136.8396120611832,163.8376660813465,49.5064145033161,65.05913395251244
gene81,184.95762584640673,16.052195071763105,14.761037898436461,124.94588287780314,74.90553550645794,98.12012093845665,128.65999736070026,15.29301065742557,47.921937630460185,17.341245326475647,16.11858116408912,175.36850591900932
gene82,138.20127258172704,17.636251928030102,44.74494223418925,18.94120229961292,135.802636427372,154.3764894859281,22.65370685578328,39.971484376402756,126.35763734305587,166.9902264059129,214.207668497827,258.0302358040282
gene83,213.93131577586493,54.4799609699819,7.331737177531671,154.57806322150026,0.1015061188264598,126.45371758166407,31.175151507396464,32.21991259454599,8.373503059390156,140.70878945975247,92.23889575596836,60.24331981859129
gene84,65.13812486115665,75.36340391166829,34.83966231880621,71.28680160897711,259.84276507251724,25.353272345587335,14.479713278538961,148.16356578170763,67.75846250403323,105.22988857666257,47.20363198761592,19.453839308574665
gene85,34.69488421368727,71.29528336938824,146.91042348373068,0.676372230574179,7.38474034304312,69.13678884045217,79.85703027252936,240.3499478721539,120.44915157682259,97.54944723778522,93.41702266665433,113.34665578503571
gene86,83.38337366729208,178.71590242666386,27.765882385437518,226.6666507500144,120.1715409787416,59.411792145469846,12.91942347104493,39.96776420147692,149.16490340242353,51.74460674864412,70.9269151181142,88.99875066914657
gene87,29.459624980671823,12.876268430608265,114.87457021811282,6.092957100499575,23.69187486030395,49.48121509293716,45.435048809967924,160.2171037413671,30.044365005362838,6.7623660728428705,250.63548609326904,62.93390402602561
gene88,29.549422487736926,53.89029302841403,2.5282000129592523,20.92004864078311,20.99023969187213,81.07152013804388,61.007892172376344,101.09409041126194,64.73478773056323,24.34088486003915,125.04548868771754,39.02596710030595
gene89,5.897419209304745,60.00381953144078,79.55104991303124,128.88111530585948,104.26223678150535,28.86309313027025,59.571154110015414,39.26946853753757,23.605257090530642,77.66127868707011,139.37027397444913,33.96738711524922
gene90,140.87838735188296,46.012227023079895,105.17088882404309,49.14477728153432,47.34011264827146,17.744892682608853,96.77526371030028,168.17424123383995,36.42242374684229,37.55728416539418,99.94963542213543,6.4567797094472565
gene91,105.14838819662977,85.46357634228208,221.13064597615747,12.515289694927365,124.17602900376362,134.60683730469748,22.277603933238705,12.68716864528296,85.78592038623162,10.874202228400433,69.83749819578735,20.24458716780056
gene92,31.533212291361618,8.599640611353488,231.53481440532957,130.05429054637568,47.930053971721065,5.305061597889211,77.35544585267601,202.0895595673053,197.47387107999015,169.16440257560146,8.179232745634614,147.8721164267686
gene93,5.407127570338038,243.82226756380354,74.32615032461027,90.65813238771877,7.208305224806999,190.45609241571992,80.01587365854738,5.442749579890387,43.56167153565012,61.01928358442752,37.84930086841034,16.4206373428675
gene94,7.369594546438905,37.739210618885345,43.88735283624459,79.1842284626206,4.760504241604431,21.103148459705327,122.22261364733944,63.43572258407482,4.692208858350675,82.58271748250573,105.64912556163331,70.4794980333023
gene95,116.91178759386527,69.59526922173723,9.786858684600237,27.03150540751692,40.7342770008662,95.14064090029188,52.96107756989179,131.47616742504408,99.79841294466144,24.396605396391415,167.5795035653166,76.84833790356642
gene96,48.92803074286061,25.030074710848858,82.73410087838646,192.20687748766437,73.76588502621296,117.65744682040176,124.8985591274033,91.53897462483987,18.228269513822802,48.50056678785907,50.62181777871192,149.08967742736368
gene97,203.5975439090952,137.66360646644554,97.6509159361421,71.77783747507692,173.69677908916324,34.52644575382971,82.58579716893568,193.31283293507914,289.0014229247947,142.9441456383774,118.36565383398354,121.02028271386067
gene98,263.41997906411075,34.95729301673659,10.759906042954572,54.323624546190416,247.5158462917197,43.74721977271764,130.74144910066616,43.526696468110885,132.96018640152326,149.7401283530987,118.33267989381926,72.86861351364236
gene99,25.186372201470352,250.14000275094585,96.25702366900359,54.67984127385176,227.2067942122861,72.68727293294634,17.441183659801883,136.5708596405133,106.71465326708078,92.10930455481441,36.021114468246246,44.158095003185984
gene100,45.213602751216456,51.00464705006998,68.75006364876978,22.972628572032846,12.774479134819064,4.246206826142615,89.98173751672897,17.79791084576511,16.03069654906572,78.95926752591987,72.2569532103025,33.078153017162215
gene101,135.713213699405,50.28606805907606,52.59292333259514,2.7313816068666124,52.43134127788095,79.67467420209458,108.6697937582028,81.20062938996703,136.28428236964538,21.206860619168555,53.727498336288924,1.5182254842340275
gene102,49.7270204967383,44.977636602852556,117.73654930662916,63.57861651946474,112.51509484913267,22.92068420506298,5.642534071567069,21.261327611237473,153.30797348594402,119.20598523757944,57.65855748877541,25.220071334146365
gene103,144.26957597518685,108.92856485044264,59.674063002870184,60.77849515372849,6.339710187476724,61.35130384786598,6.7082836180094345,42.65589065115682,146.68831041484472,114.61402529448364,73.95568358802456,43.69327721775989
gene104,172.94523554003948,22.647446776525644,85.13089387338206,8.647242927712878,163.30594329568842,87.2315480217441,130.06948661883362,31.27201321955778,43.636389577848824,23.950013973588113,22.428037590217887,26.403860916296516
gene105,99.59267623142564,62.55117272825485,66.36645260414348,11.880081123008836,57.57193300884483,47.521325999115724,8.999414230907474,69.02402123518954,202.71021757023112,54.50341121089267,70.18229259716647,75.01442304933629
gene106,21.94015580899534,82.30534996788677,100.05732122145454,48.513638681496595,20.312614769470493,1.0438706022574749,70.29816094929674,58.160352677357395,16.792222574119805,36.883734613702046,47.76533752204924,125.1768915373215
gene107,10.91184929890046,83.4981719476781,27.990924545919942,64.00512482675863,75.4077205163925,14.885597014553081,123.52970419964839,35.613485454211805,71.04431147916851,238.72043527949677,98.36217218365134,1.807924280802927
gene108,163.1633229178969,26.558098735676328,104.01272612088508,3.476219961413931,80.25519810868542,136.78829397870555,186.17290345680556,15.389085160247115,107.4749531696978,45.37002708074276,21.93448328447719,70.56728135676603
gene109,176.15882141032034,128.08217165691812,96.45985234895934,180.6799580752498,37.82391657432513,156.95152765800643,16.9601234377264,94.01838419510241,28.514085645152363,41.935335651570604,141.6727644244048,15.341860653972155
gene110,112.72467617420696,55.214511695121935,5.501590198170892,145.79280119603933,19.885895776193045,32.89166654315389,110.04874593168081,18.776923959138447,91.99902227117349,92.77310425587316,61.59211603214386,33.47595175269014
gene111,61.52972516482691,39.42099580237383,96.55661229151752,67.93587360919018,22.95301989924406,165.02295801179196,20.421932696929225,69.56595685168473,165.44926757041281,106.75830431983246,13.22664045175922,89.36063984052649
gene112,46.33725266109351,6.0457792634126815,183.33805289465198,184.09140787323275,125.91928455748618,97.63679097564577,57.6431862647451,209.9851532663295,96.03195257636284,109.99161892582407,145.60391119502128,144.19687802227028
gene113,6.0703616931296915,42.17817481026899,21.66858471539524,75.67433327322978,66.16239016428099,141.35922844506257,27.413468142110208,103.12705318612181,89.49018566212587,23.56050789068847,123.84043587607462,23.631472691842742
gene114,21.742816804382567,179.08059138362637,17.111870943027952,152.83329590146639,66.91013158950902,2.890583492824356,170.88010836906807,149.53675175872738,12.06795918368381,15.649930010820379,103.637996829032,27.171329069628225
gene115,49.70405899699603,11.398621812840664,23.753124174290615,91.45581375962472,45.03886497661632,39.03144294319752,21.9688437950258,31.562996673662564,23.983424065246968,116.84957798492188,100.29706081582299,96.68596538217342
gene116,87.9321509335227,44.1117715980609,146.7764073591849,156.92190859949596,18.729406571413026,91.7266217532166,230.17398540416906,2.9224958464758135,7.260159826413918,24.48068418528439,62.20243143817387,78.04179906003093
gene117,57.491865983788415,73.42782209092925,3.704536987192354,8.40186961945283,239.80889802207835,73.14511778711955,68.16957872350748,139.92501541067463,142.81152121067154,119.75073007492128,174.4497403534516,57.40521742508029
gene118,0.5558072867904107,41.9610007336569,152.79248185861357,86.05583500559449,94.7013673680806,15.336228481987993,36.50895424461362,102.38355376510727,77.65535018702036,32.42770100709379,126.16447478091024,53.94942768355846
gene119,113.21688377624682,102.74021260340864,43.390363398222256,77.59546945506224,73.85301141097023,67.84895757613812,64.47876557901579,50.90296835726576,51.13178562924203,102.49656746465743,1.5356298405691278,124.90861261973028
gene120,69.68297347480511,188.38304497084894,52.785633016224295,243.17210329538943,144.64186202750608,0.23788056430352317,70.72515178370463,65.14154252266786,215.6423410086368,134.27316837902967,114.5147976845932,130.9972377656758
gene121,93.93813566532504,229.18601173163543,0.05117964947982841,114.46250460343634,99.5320094123239,24.87781703460711,5.568661836257805,70.0262447100647,97.60740178570117,143.4121692686948,64.36436244224035,145.34261938083165
gene122,24.769587891472703,74.44051782165867,190.66412388108637,63.65800623429255,153.00219638363208,127.53612600458854,50.75871525507014,96.95373302498574,16.220746316307732,109.98679097532008,96.6967498842676,45.59606986376255
gene123,140.27737965809922,123.57640314778698,3.6575913935340556,176.59161419010297,97.61305096415656,27.489745979881054,7.885593664814866,38.372758228042464,18.25122727260417,21.82564806675977,13.407020049621476,152.5578629152783
gene124,60.89931656855755,47.443495729682994,12.792002963030463,36.50580752459176,189.42066535813296,67.15170238971399,97.00589723885929,89.10054688893064,34.67309238983476,41.980306316390354,60.91428165746484,145.0056580303064
gene125,144.60370527405448,44.2572596944645,62.52228251231466,35.20281622020685,54.523376802908686,260.0478498345655,73.8654148220336,27.515718259089095,13.515915642374301,12.315830775082153,56.528345692122116,12.416521391210898
gene126,113.05139681887029,97.82637863189906,28.06795401312473,24.740044660887325,24.394868352467913,26.005367159370547,106.28268394964202,9.913792536511059,108.78388951915305,19.342429485682203,121.70167014832336,145.37567680071803
gene127,97.32260651160479,52.631368410353296,40.1514120664345,67.45907343331649,35.88898227190896,226.58652599044294,130.43563866394686,64.58844577725561,5.313120170327941,93.62111359070457,3.1813768668565103,90.34221176552126
gene128,48.89877716368628,49.153612280670195,156.88572473659363,94.72213519539599,97.45968390688506,80.22299460770435,118.25680354883406,187.17359029000505,73.98592960281664,121.34704657034678,48.29047408866504,98.76630292512478
gene129,45.12029621736306,139.75621321059924,79.54065899388763,198.4153663980192,122.07453661591903,83.74504657300838,131.1135884569256,30.810904933936595,39.15034208098608,207.55996450531305,41.88689582470857,73.96377991886216
gene130,79.05111435091976,19.755635569178835,151.8930844905625,165.1238916031109,36.87058172504906,20.8340623032274,83.9852333990625,8.627384426254721,155.60653284557065,49.730769781551295,51.687897875515475,79.28506936442649
gene131,10.465327383981993,127.32301243872679,132.85250656573976,86.02760852706001,94.17043022620084,35.42387416351902,79.3887666309733,19.857584136159474,29.995976060125983,109.91862113898527,62.04451753998349,169.2868418495948
gene132,33.332954337908724,146.3990865497359,35.88499171803972,4.32016676113543,6.283434590573203,134.60808115788888,63.257295078556254,160.395826430209,27.79421208561088,34.147950226887666,88.54756077373418,87.5841516490475
gene133,23.114596706870493,156.93496319457938,55.934618497181965,13.645013970682033,46.54541590581331,26.877817410747678,84.7125999701442,0.6869848364915104,131.58025852386936,33.22451260100742,60.22990630081032,82.92916865294993
gene134,21.508234951201967,88.65287266512765,13.938609535286089,39.203990618237725,123.75544105922329,71.69277252664928,58.17447023490162,147.9877011957157,71.93318198879804,22.961072348025784,41.40421440037013,69.04462132452919
gene135,174.47514266282965,46.9746816051809,69.06627362515829,60.446830295373545,31.338824120403153,44.53229221969563,120.9973484383946,30.985008270725327,33.41807627552086,76.64625470168863,110.01501094033385,8.691295173298398
gene136,138.80226185151673,214.17031248600264,43.20441661797352,24.088639562121042,10.70942522874595,134.24377453442085,157.71879297984847,47.1528416794896,94.9851751065349,33.354064737771154,35.499945896902595,140.65622780123726
gene137,2.746723786863783,9.610070281089191,132.34635975120108,42.78489954577544,90.6431690053322,29.107848798704566,179.78734725112702,122.46849735323988,17.295442280451454,31.29963189034196,152.76746788066694,61.1561229563239
gene138,33.6943832911517,35.76950422285468,79.50433273342733,167.54719338978347,52.3857970064696,45.836579617421236,101.09782912929617,124.39030028122076,14.206415874958061,105.4634886285623,98.58342072439862,53.40124546182429
